E o Vento Levou,1939,Victor Fleming,Vivien Leigh,Clark Gable,Olivia de Havilland,Leslie Howard,Hattie McDaniel
Os Pássaros,1963,Alfred Hitchcock,Tippi Hedren,Rod Taylor,Jessica Tandy,Suzanne Pleshette,Veronica Cartwright,Ethel Griffies,Charles McGraw,Ruth McDevitt
O Poderoso Chefão,1972,Francis Ford Coppola,Marlon Brando,Al Pacino,James Caan,Richard Castellano,Robert Duvall,Sterling Hayden,John Marley,Richard Conte,Diane Keaton
